BANK,IFSC,BRANCH,ADDRESS,PHONE
AKOLA JANATA COMMERCIAL COOPERATIVE BANK,AKJB0000040,WANI,NEAR ABAD BHAVAN TAOR CHOWK WANI 445304,228383
AKOLA JANATA COMMERCIAL COOPERATIVE BANK,AKJB0000041,MEHKAR,"RAJIV GANDHI NAGAR PARISHAD COMMERCIAL COMPLEX, NEAR NAGAR PARISHAD, ATHAVADHI BAZAR, MEHKAR",224555
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660002,RELIEF ROAD,"MUMTAJ MAHAL, ZAKARIYA MASZID, RELIEF ROAD, AHMEDABAD-380 001",7922139024
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660003,MANINAGAR,"JAWAHAR CHOWK CHAR RASTA,MANINAGAR, AHMEDABAD-380 008.",7925450515
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660004,NARANPURA,"1,ATUL PARK SOCIETY, NR.NARANPURA CHAR RASTA,NARANPURA, AHMEDABAD-380 013.",7927682016
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660005,GIRDHARNAGAR,"NILUMBAUG FLAT, OPP.SHAHIBAUG GUEST HOUSE,GIRDHARNAGAR, SAHIBAUG ROAD, AHMEDABAD-380 004.",7922864640
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660007,MAHENDIKUA,"SHANKARPURA CHAR RASTA, NR.SHAKTINAGAR, OUTSITE SHAHPUR DARWAJA,  AHMEDABAD-380 004.",7925627218
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660008,PANCHKUVA,"VANDANA CLOTH MARKET, NR. PANCHKUVA DARWAJA, AHMEDABAD-380001",7922145646
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660009,PALDI,"NR. FATEHNAGAR BUS STAND, PALDI, AHMEDABAD-380007",7926621189
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660010,AMBAWADI,"OJAS APT., L COLONY CHAR RASTA, S.M.ROAD,AMBAWADI, AHMEDABAD-380015",7926306109
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660011,ODHAV,"SHOP NO 2 TO 6 GF,MANGALAM ARCADE,OPP ODHAV GAM BRTS  STOP,ODHAV,AHMEDABAD,382415",7922891147
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660012,DELHICHAKLA,"PATEL HOUSE, O/S DARIAPUR DARWAJA, NR. VINOD CHAMBER, AHMEDABAD-380004",7922123471
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660013,PANKORNAKA,"OPP. JUMMA MASZID, PANKORENAKA, AHMEDABAD-380001",7925320430
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660014,VATVA,"PLOT NO.20/1, PHASE- I YAMUNA INDUSTRIAL ESTATE, OPP. NEO PLAST, G.I..D.C. , VATVA , AHMEDABAD 382 445",7925896023
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660015,LATIBAZAR,"2,BHAVNA SOCIETY, GITAMANDIR ROAD, AHMEDABAD-380022",7925399122
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660016,NAVRANGPURA,"AMCO HOUSE, NR. STADIUM CIRCLE, NAVRANGPURA, AHMEDABAD-380009",7926421412
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660017,ISANPUR,"NIRMAL LAXMI HALL BLDG., ISANPUR VATVA ROAD, ISANPUR, AHMEDABAD-382443",7925734506
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660018,SATELITE,"MANSI COMPLEX, PREMCHAND NAGAR ROAD, SATELLITE, AHMEDABAD-380015",7926754428
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660019,MEMNAGAR,"OLWAY HOUSE, GURUKUL ROAD, MEMNAGAR, AHMEDABAD-380052",7927412739
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660020,AYOJANNAGAR,"SAHJANAND TOWER, OPP JIVRAJPARK BUS STAND,  JIVRAJPARK,. AHMEDABAD-380015",7926820524
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660021,BAPUNAGAR,"S.K.COMPLEX, NR.MANGALTIRTH HOSPITAL,  INDIA COLONY ROAD, BAPUNAGAR, AHMEDABAD-382350",7922770015
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660022,SOLAROAD,"VIRAT COMPLEX, SOLA ROAD,  BHUYANGDEV,  AHMEDABAD-380061",7927438077
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660023,DEHGAM,"SARDAR SHOPING CENTRE, DEHGAM-382305",2716232879
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660024,MUMBAI,"126 NARAYAN DHURU STREET, NAGDEVI, MUMBAI-400 003",2223448972
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660025,CHANDKHEDA,"HIGHWAY MALL,1ST FLOOR, SHOP NO.112,112/A,114&115, NR. AMTS BUS STAND, KALOL HIGHWAY, CHANDKHEDA, AHMEDABAD-382424",7929298142
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660026,CHANDLODIA,"1ST FLOOR, SILVERSTAR COMPLEX, NR. CHANDLODIA OVERBRIDGE, CHANDLODIA-GOTA ROAD, CHANDLODIA, AHMEDABAD-382481",7927600264
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660027,VADODARA,"SHOP NO.6 TO 8, SHIV SHAKTI COMPLEX, PLOT NO. 84,SAMPATRAO COLONY, ALKAPURI VADODARA - 390007",2313347
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660028,MAKARPURA,"BARACHE AVENUE, PLOT NO 990 OPP GOLDEN BRIDGE",2652651043
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660029,CHANGODAR,"SHIVAM ARCHEDE, OPP CHANGODAR POLICE STATION",2717250045
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660030,NARODA,"PLOT NO CM10, GIDC, NR. TELEPHONE EXCHANGE",7922801145
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660031,BORIWALI,"SHOP NO.10 TO 12,17 TO 20,GROUND FLOOR AND BASEMENT,SHRADDHA SHOPPING ARCADE,OPP INDRAPRASTH SHOPPING CENTRE,SWAMI VIVEKANAND ROAD,BORIWALI WEST,MUMBAI -400092",28336900
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660032,RAKHIAL,"FINAL PLOT NO.83/2,T.P.SCHEME NO.10,OPP.RAGHUVIR TEXTILE MILLS,NR.GUJARAT BOTTLING CO,RAKHIAL,AHMEDABAD,GUJARAT 380023",22747002
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660033,NIKOL ROAD,"SHOP NO.15 TO 19,GROUND FLOOR,DEVKRUPA 4,BEHIND GALAXY BUSINESS PARK,NIKOL ROAD,NIKOL,AHMEDABAD,GUJARAT 382350",29292677
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660034,RAKANPUR,"DHIV COMPLEX-4,NR.KOTHARI WAY BRIDGE,KOTHARI CHAR RASTA,RAKANPUR,PO.SANTEJ,TA.KALOL,DIST.GANDHINAGAR,GUJARAT-382721",268166
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660035,SOUTH BOPAL,"SHOP NO.67,68,GROUND FLOOR,SOBO CENTER,SOUTH BOPAL, AHMEDABAD-380058",22795877
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0660036,TEXTILE MARKET RING ROAD,"GROUND FLOOR,TELEPHONE BHAVAN,BHARAT SANCHAR NIGAM LIMITED BUILDING,FALSAWADI,TEXTILE MARKET RING ROAD,SURAT-395002",2492259
AHMEDABAD MERCANTILE COOPERATIVE BANK,AMCB0RTGS4S,RTGS-HO,"HEAD OFFICE, AMCO HOUSE, NR. STADIUM CIRCLE, NAVRANGPURA, AHMEDABAD-380009",26426582
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000001,RTGS-HO,"PLOT NO 33,MARKET YARD,STATION ROAD,AHMEDNAGAR -414001",2414401
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000101,DALMANDAI,"ANAND COMPLEX,DALMANDAI BRANCH,AHMEDNAGAR-414001",2414415
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000102,MARKET YARD,"PLOT NO.33,MARKET YARD,STATION ROAD,AHMEDNAGAR-414001",2322222
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000103,KAPAD BAZAR,"MISSION COMPOUND,KAPAD BAZAR,AHMEDNAGAR -414001",2414417
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000104,GULMOHAR ROAD,"MANGAL HOUSING SOCIETY,GULMOHAR ROAD,AHMEDNAGAR",2414421
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000105,CHITALE ROAD,"CHOUPATI KARANJA,CHITALE ROAD,AHMEDNAGAR -414001",2414419
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000106,MIDC,"SURAJ HEIGHTS,NAGAPUR,NAGAR-MANMAD ROAD,AHMEDNAGAR - 414111",2414423
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000107,JAMKHED,"RAUT BUILDING,NAGAR-BEED ROAD,A/P TAL.JAMKHED,DIST.AHMEDNAGAR",222291
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000108,AURANGABAD,"PLOT NO.30,FRIENDS COLONY,KONKANWADI,STATION ROAD,AURANGABAD-431001",2354818
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000109,PUNE,"PLOT NO.131,MARKET YARD,GULTEKDI,PUNE -411037",2426330
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000110,SHRIGONDA,"KALKAI CHOWK,OPP.MUNICIAPL CORPORATION,A/P TAL.SHRIGONDA,DIST.AHMEDNAGAR -413701",221009
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000111,TARAKPUR,"NAGPAL BUILDING,TARAKPUR,MANMAD ROAD,AHMEDNAGAR-414001",2414425
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000112,SHEVGAON,"H.NO.5408,AMBEDKAR CHOWK,A/P TAL.SHEVGAON,DIST.AHMEDNAGAR - 414502",222222
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000113,PATHARDI,"MAIN ROAD,A/P TAL.PATHARDI,DIST.AHMEDNAGAR - 414102",223100
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000114,SONAI,"CTS NO.1297,MAIN ROAD,SONAI PETH,AT POST SONAI,TAL.NEWASA,DIST.AHMEDNAGAR -414105",230000
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000115,SHIRUR,"H.NO.125,ADINATH,RAM ALI,AT POST GHODNADI,TAL.SHIRUR,DIST.PUNE -412210",223939
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000116,KADA,"SURVEY NO.153,KADA DEVINIMGAON ROAD,AT POST-KADA,TAL.ASHTI,DIST.BEED -414202",239990
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000117,AURANGABAD MONDHA,"NEW ROKADIYA HANUMAN CO-OP.HOUSING SOCIETY,NEAR MONDHA,INFRONT OF TELEPHONE BHAVAN,AURANGABAD -431001",2324888
AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000118,NARAYANGAON,"SHOP NO 14 TO 17,GROUND FLOOR,VISION GALAXY RESIDENTIAL& COMMERCIAL,NEAR BUS STAND,PUNE-NASHIK ROAD,NARAYAN GAON,TAL - JUNNAR,DISTPUNE-410504",244431
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,ANZB0000001,RTGS-HO,"K RAHEJA TOWERS LEVEL 5, BLOCK G, C 30, BANDRA KURLA COMPLEX MUMBAI 400051",33620000
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000001,RTGS-HO,"THE ANDHRA PRADESH STATE CO OPERATIVE BANK LTD. HEAD OFFICE, DOOR NO 27-29-28, NTR SAHAKARA BHAVAN, GOVERNORPET, VIJAYAWADA - 520002, ANDHRA PRADESH",2429093
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000002,BARKATPURA,"DOOR NO 3-4-447&448,SAHAKARA BHAVAN,BARKATPURA,HYDERABAD 500027",27687459
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000003,BRUNDAVAN GARDENS,"DOOR NO 1-2-55,JKC COLLEGE ROAD,OPP KLP SCHOOL,JKC NAGAR,GUNTUR 522006",2329574
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000004,GANNAVARAM,"DOOR NO 9-121,RAI NAGAR,GANNAVARAM 521345",254554
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000005,GOLLAPUDI,"DOOR NO 23-3,SAIPURAM COLONY,GOLLAPUDI,VIJAYAWADA 521225",2410755
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000006,KALESWARA RAO MARKET,"DOOR NO 9-3-3, BRAHMIN VEEDHI, KOTHAPET, VIJAYAWADA 520013",2414909
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000007,RAMAVARAPPADU,"DOOR NO 6-121, S E R CENTRE, PRASADAMPADU, RAMAVARAPPADU POST, VIJAYAWADA 521108",2844145
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000008,VENUGOPALA NAGAR,"DOOR NO 26-46-38, VENUGOPALA NAGAR, NGO COLONY, GUNTUR, GUNTUR DISTRICT- 522004",2220751
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000009,RAYAPUDI,"DOOR NO 3-34, ADJACENT TO RAYAPUDI PACS, AMARAVATI ROAD, RAYAPUDI VILLAGE,RAYAPUDI PO, TULLURU MANDAL,GUNTUR DISTRICT- 522237",244311
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000010,KANURU,"SAI PLAZA DOOR NO 11-46/1, OPP PINNAMANENI TEACHERS COLONY, NEAR PANTAKALUVA, KANURU MAIN ROAD,VIJAYAWADA - 520007",2553400
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000011,CURRENCY NAGAR,"H.NO.48-19-5/1,SRI RAMA CHANDRA NAGAR ROAD,BANK COLONY,CURRENCY NAGAR,VIJAYAWADA,KRISHNA DISTRICT-520008",2972300
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000012,MANGALAGIRI,"FLAT NO.C-2, GROUND FLOOR,DEEPIKA RESIDENCY,BYPASS ROAD,MANGALAGIRI,GUNTUR DISTRICT-522503",7729914914
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000013,MOGALRAJPURAM,"D.NO.32-14-5A,OPP. SIVALAYAM,MOGALRAJPURAM,VIJAYAWADA,KRISHNA DISTRICT-520010",2489009
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000014,CHENCHUPET,"TENALI MUNICIPALITY 1ST WARD, 1ST BLOCK, TS NO.146/4C, PLOT NO MIG A-82, CHENCHUPET, TENALI, GUNTUR DISTRICT 522202",225537
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000015,A T AGRAHARAM BRANCH,"D NO 26-19-122/A,NITYA NIVAS,MAIN ROAD,A T AGRAHARAM,GUNTUR,GUNTUR DISTRICT-522004",2220751
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000016,HANUMAN JUNCTION,"D.NO.18-194, KHETINEEDI COMPLEX, NEAR RAILWAY FLYOVER, NUZIVEEDU ROAD,BAPULAPADU, HANUMAN JUNCTION, KRISHNA DISTRICT-521105",2429093
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000017,CHALLAPALLI,"H.NO.1-7, OPP SRYSP JUNIOR COLLEGE, BANDAR ROAD, CHALLAPALLI, KRISHNA DIST-521126",2429093
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000106,TIRUPATI,"PLOT NO 21 RC ROAD , TIRUPATI",2222428
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0000126,VIJAYAWADA,"27-29-28, NTR SAHAKARA BHAVAN,  KSHEERA SAGAR HOSPITAL ROAD, GOVERNERPET, VIJAYAWADA-2",2579523
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001001,SRIKAKULAM,"G.T. ROAD, SRIKAKULAM -532 001",9160018939
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001002,AMADALAVALASA,"MAIN ROAD, NEAR POLICE STATION, AMADALAVALASA  -532 001",9160018923
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001003,ICHAPURAM,"NEAR RAMA LODGE, ICHAPURAM- 532 312",9160018922
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001004,KOTABOMMALI,"MAIN ROAD, KOTABOMMALI -  532 195",9160018928
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001005,KOTTURU,"MAIN ROAD, NEAR POLICE STATION, KOTTURU",9160018930
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001006,NARSANNAPET,"MAIN ROAD, NARASANNAPETA - 532 421",9160018924
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001007,PALAKONDA,"MUDUNRUVARI VEEDI, PALAKONDA -532 440",9160018926
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001008,PALASA,"MAIN ROAD, PALASA",9160018929
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001009,PATHAPATNAM,"MAIN ROAD, PATHAPATNAM",9160018931
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001010,PONDURU,"MARKET ROAD, PONDURU",9160018925
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001011,RAJAM,"MADAVA BAZAR, RAJAM -532 127",9160018927
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001012,SOMPETA,"POST OFFICE ROAD, SOMEPTA -532 284",9160018921
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001013,SRIKAKULAM,"G.T. ROAD, SRIKAKULAM -532 001",9160018920
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001014,TEKKALI,"RAILWAY STATION ROAD, NEAR OLD BUS STAND, TEKKALI -532 201",9160018934
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001015,DISTCOOPBANKLTD SRKL CHALLAVANIPETA,MARKET JN JALUMURU MDL SRIKAKULAM 532432,9160018917
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001016,DISTCOOPBANKLTD SRKL GARA,GARA DCCB MDL SRIKAKULAM 532432,9160018935
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001017,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., SRIKAKULAM - DANDIVEEDHI","DANDIVEEDHI DCCB BRANCH, COLLECTOR BUNGALOW ROAD, SRIKAKULAM - 532001",9133425551
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001018,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., SRIKAKULAM - RANASTHALAM","OPP NEW POLICE STATION, JR PURAM, RANASTHALAM,SRIKAKULAM - 532407",9133427771
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001019,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., SRIKAKULAM - MANDASA","BESIDES SRSM Z.P. HIGH SCHOOL,MAIN ROAD, MANDASA (MANDAL & TOWN) - 532242",9133427774
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001020,"THE DIST. CO-OPERATIVE CENTRAL BANK LTD., SRIKAKULAM - HIRAMANDALAM","D NO 2-26,BESIDE PETROL BUNK,OPP NEELAMMATHALLI TEMPLE, KORADA STREE MAIL ROAD, HIRAMANADALAM - 532459",9133427773
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001021,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-BALAGA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , BALAGA BRANCH,MAIN ROAD, BALAGA,SRIKAKULAM, PIN-532001",9160018903
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001022,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-EEDUPURAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , EEDUPURAM,NEAR SHRIDI SAI TEMPLE,MAIN ROAD,EEDUPURAM,SRIKAKULAM, PIN-532312",9160018922
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001023,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-MALEYAPUTTI,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , MALEYAPUTTI,MAIN ROAD,3 ROAD JUNCTION,PARLAKIMIDI ROAD, OPP AXIS BANK ATM,SRIKAKULAM, PIN-532215",9160018934
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001024,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-SARAVAKOTA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , SARAVAKOTA BRANCH,MAIN ROAD,NEAR SARAVAKOTA PACS,SARAVAKOTA,SRIKAKULAM, PIN-532426",9160018931
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001025,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-PYDIBHEEMAVARAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , PYDIBHEEMAVARAM BRANCH,MAIN ROAD,BESIDE GRAMA SACHIVALAYAM,SRIKAKULAM, PIN-532409",9133427771
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0001026,THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD SRIKAKULAM-VEERAGATTAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD , SRIKAKULAM , VEERAGATTAM BRANCH,NEAR POST OFFICE, MAIN ROAD,SRIKAKULAM, PIN-532460",9160018926
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002001,HEAD OFFICE,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., VIZIANAGARAM BRANCH A.G.ROAD, VIZIANAGARAM",9989773050
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002002,BOBBILI,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., BOBBILI BRANCH, 33/110A, BALIJIPETA ROAD,BOBBILI",9989773039
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002003,CHEEPURUPALLE,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., CHEEPURUPALLI BRANCH 4/112, RAJAM ROAD, MAIN ROAD,CHEEPURUPALLI",9989773046
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002004,GAJAPATHINAGARAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., GAJAPATHINAGARAM BRANCH",9989773041
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002005,GANTYADA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., GANTYADA BRANCH KOTARUBILLI JUNCTION",9989773044
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002006,GARIVIDI,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., MAIN ROAD, GARIVIDI BRANCH GARIVIDI TOWN",9989773047
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002007,KOTHAVALASA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., KOTHAVALASA BRANCH, VIZIANAGARAM ROAD.",9989773042
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002008,NELLIMERLA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., NELLIMARLA BRANCH  DR NO.2277, MOIDA JUNCTION, NELLIMARLA",9989773048
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002009,PARVATHIPURAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., PARVATHIPURAM BRANCH PADMASREE CINEMA THEATRE OPPSIT SAHARA INDIA UPSTAIRS PARVATI PURAM",9989773036
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002010,POOSAPATIREGA,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., POOSAPATIREGA BRANCH",9989773045
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002011,SRUNGAVARAPUKOTA,OPP.BARA GANGAMMA TEMPLE,9989773043
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002012,SALUR,"ANJANEYA THEATRE OPP, JAIPORE ROAD",9989773040
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002013,SEETHANAGARAM  BRANCH,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., SEETHANAGARAM BRANCH  DR.NO.2-154, VELAMAVARI STREET, SEETHANAGARAM",9989773038
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002014,TERLAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., THERLAM BRANCH,  CHERUVU GATTU, THERLAM",9989773037
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002015,V.T. AGRAHARAMBRANCH,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., V.T.AGRAHARAM BRANCH OPP. ELECTRICAL SUB-STATION, VIZIANAGARAM",9000882129
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002016,VIZIANAGARAM,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., VIZIANAGARAM BRANCH A.G.ROAD, VIZIANAGARAM",9989773055
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002017,BALIJIPETABRANCH,"THE DISTRICT CO-OPERATIVE CENTRAL BANK LTD., COLLEGE ROAD, BALIJIPETA MANDAL",9177927666
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002018,"THE DISTRICT COOPERATIVE CENTRAL BANK LTD., GURLA BRANCH","NEAR MRO OFFICE, BESIDE KELLA ROAD, POTNURU SURYANARAYANAYA EX-MLA BUILDING, GURLA MANDAL,VIZIANAGARAM-535127",9949941495
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002019,"THE DISTRICT COOPERATIVE CENTRAL BANK LTD., RAMABHADRAPURAM BRANCH","DOOR NO. 1578, NEAR RTC COMPLEX, RAMABHADRAPURAM, VIZIANAGARAM DISTRICT,ANDHRA PRADESH",7386907714
THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED,APBL0002020,"THE DISTRICT CO OPERATIVE CENTRAL BANK LTD, KURUPAM BRANCH","OPP BSNL TELEPHONE EXCHANGE, KURUPAM, VIZIANAGARAM DISTRICT, ANDHRA PRADESH-535524",9676433765
